State,County,POP2010,OHU2010,PovertyRate,MedianFamilyIncome,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Food Environment Index,# Deaths,Years of Potential Life Lost Rate,% Obese,% Fair/Poor,# Diabetics,# Violent Crimes,# Unemployed,% Children in Poverty,Latitude,Longitude
North Carolina,Iredell,159437,61215,13.679545454545432,65633.45454545454,4,7,4,5,40683.22649793277,71897.82651607388,40063.1080265361,10956.17091577704,21966.45573698945,10732.50391912842,139503.85125176932,40585,20445,128646,19047,2922,43,547,8232,10844,2534,5664,7.5,2072.0,7222.0,29,15,2251.0,431.0,4486.0,19.0,35.8070259189,-80.8734378255
North Carolina,Jackson,40271,16446,20.68888888888886,51184.33333333334,1,1,0,2,3376.812451282462,4355.391681107062,2860.36122950469,1411.164438735417,1801.776674013427,1253.9379811322901,38569.42144065857,7123,6084,33489,745,348,16,3804,1869,2038,797,1883,6.8,514.0,6869.0,31,18,608.0,89.0,1129.0,27.0,35.2875866253,-83.1408496187
North Carolina,Johnston,168878,61909,19.171999999999983,54754.92,1,3,1,11,25393.11907112696,35415.062423293864,25393.11907112696,5565.066330914455,9369.72816478895,5565.066330914455,150255.54983890985,46970,17259,125349,25546,1021,51,939,15972,21814,2902,9222,7.9,2017.0,6681.0,36,18,2184.0,317.0,4551.0,19.0,35.5178069265,-78.3657109025
North Carolina,Jones,10153,4167,19.0666666666666,47504.33333333334,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9240.54809072621,2208,1756,6395,3289,32,2,57,378,398,266,971,7.1,175.0,7929.0,34,20,193.0,,265.0,37.0,35.0217248029,-77.3551679748
North Carolina,Lee,57866,22058,19.684615384615366,54556.84615384616,2,4,2,3,12490.964047344805,24139.51817063909,12490.964047344805,4295.572367609242,10224.27495997906,4295.572367609242,50591.54485666818,14860,7937,38688,11565,489,20,407,6697,10576,1505,3308,6.7,783.0,8027.0,30,19,565.0,98.0,1890.0,26.0,35.4751864248,-79.1714836119
North Carolina,Lenoir,59495,24327,27.87333333333329,42019.0,4,4,4,4,17122.32597276566,25683.52332591346,17122.32597276566,8268.74625708864,12859.387926515026,8268.74625708864,45956.78743152414,14332,9514,31758,24121,262,48,222,3084,3917,2641,6251,5.9,1027.0,10087.0,37,24,1420.0,415.0,1790.0,37.0,35.2387731611,-77.6412486292
North Carolina,Lincoln,78265,30343,15.172222222222214,62017.88888888888,3,3,3,1,19202.432201303258,27700.78220603743,19202.432201303258,5374.031846986551,8752.397355001307,5374.031846986551,72728.29189191942,18481,10361,69940,4340,421,17,250,3297,5238,1087,4257,7.7,1058.0,6935.0,28,16,1379.0,119.0,2207.0,20.0,35.4855950234,-81.2235326264
North Carolina,Macon,33922,14591,19.28888888888884,49828.0,1,1,1,3,2619.745093653395,4272.224595178215,1933.574496885,1138.3779460813616,2257.624505335515,802.7246652965171,31680.5928562259,6534,8069,31811,447,208,4,165,1287,2230,975,2571,7.7,546.0,8048.0,27,18,798.0,47.0,933.0,29.0,35.1504672096,-83.4221767088
North Carolina,Madison,20764,8494,18.59999999999995,49317.16666666666,1,1,0,0,2534.352055108865,2534.352055108865,0.0,1327.939740040484,1327.939740040484,0.0,19427.99531425957,4092,3666,20035,240,70,8,48,363,423,420,1380,7.6,272.0,8076.0,25,17,325.0,14.0,545.0,29.0,35.8580358086,-82.7057582627
North Carolina,Martin,24505,10318,22.716666666666608,48949.0,1,1,1,5,2233.7865515627973,3522.670947233407,1780.26816442543,1024.4588084285745,1772.9876909037905,870.3225074887939,22670.92298925464,5435,4297,13019,10651,71,10,73,681,769,787,1863,6.4,448.0,8898.0,38,22,773.0,127.0,750.0,36.0,35.843213981,-77.109232267
North Carolina,McDowell,44996,17838,20.89999999999997,45150.3,1,2,1,2,1254.417322376596,4166.733762716453,815.463698192964,716.8098365071111,2369.44463995305,496.641445989021,39981.6832310813,9785,7377,40754,1708,351,1,189,1993,2392,1088,3151,7.4,719.0,8312.0,31,19,771.0,67.0,1180.0,27.0,35.6816924709,-82.0493124426
North Carolina,Mecklenburg,919628,362213,16.703862660944196,73520.48068669529,24,86,24,40,213596.4786692804,615561.2723760302,213596.4786692804,60250.39402406581,197859.637259882,60250.39402406581,644615.0009435847,233338,81113,508946,282804,42352,668,4261,80597,111944,25868,44697,6.7,8162.0,5589.0,24,16,7508.0,5376.0,30143.0,19.0,35.2467670437,-80.8327311406
North Carolina,Mitchell,15579,6685,18.849999999999973,47063.5,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,14814.405572526532,3035,3260,14844,58,50,1,65,561,631,460,1011,7.6,261.0,7562.0,29,16,344.0,,439.0,28.0,36.0132038869,-82.1635815487
North Carolina,Montgomery,27798,10544,25.64999999999995,44861.16666666666,1,1,1,4,4444.223252479682,6025.478905171873,4046.65427131996,2297.646182217477,3199.9754007490674,2186.17031317226,25875.078861665283,6746,4364,19162,5231,441,3,120,2841,3926,1050,2228,7.4,388.0,8630.0,31,23,509.0,53.0,665.0,31.0,35.332466935,-79.9054790812
North Carolina,Moore,88247,37540,15.99444444444442,65372.38888888888,2,3,2,3,24256.750743091787,33964.22270231683,24206.605108156724,6785.5179320431225,10176.113185850594,6762.106412222263,79006.33400017473,19149,19986,70913,11839,754,64,732,3945,5261,2050,3510,7.3,1164.0,7142.0,27,15,1526.0,162.0,2220.0,21.0,35.3106538555,-79.4813744392
North Carolina,Nash,95840,37782,17.533333333333303,54006.16666666666,2,3,1,3,17397.502356527828,29944.480997351002,16760.078458742842,6613.697816064504,12400.579607988711,6301.16795308461,80119.25142880122,22935,13393,53531,35650,747,19,657,5236,6015,2847,7182,6.3,1390.0,8445.0,32,20,2174.0,509.0,3221.0,26.0,35.9672502839,-77.9864448378
North Carolina,New Hanover,202667,86046,18.704444444444434,63370.177777777775,6,14,6,8,66380.32809199594,141661.0105554181,66380.32809199594,16428.539271660524,45613.765136163915,16428.539271660524,148543.59018138904,40413,28092,160298,29907,2410,130,1005,8917,10716,5283,10471,6.6,2317.0,6338.0,25,15,3431.0,900.0,6054.0,22.0,34.1815553357,-77.865597569
North Carolina,Northampton,22099,9193,24.319999999999922,39459.6,2,2,0,4,1820.046334182443,1820.046334182443,0.0,989.4283316941577,989.4283316941577,0.0,21004.810044820242,4600,4336,8668,12895,39,2,101,394,305,1031,2572,5.6,365.0,10295.0,39,26,608.0,51.0,599.0,45.0,36.4177312434,-77.3968212099
North Carolina,Onslow,177772,60092,13.765624999999984,45702.6875,8,11,8,3,65331.255786684625,101208.3231725793,65326.377798958034,22825.853615793727,39286.1291455257,22824.159656758744,156636.32599605934,44938,13262,131590,27672,3355,487,1238,13430,17896,3092,6558,6.4,1599.0,7215.0,30,18,2102.0,294.0,3856.0,22.0,34.709836363,-77.4157658244
North Carolina,Orange,133801,51457,21.66428571428569,90547.57142857145,5,8,5,3,22988.853688949264,56918.48169977343,22898.126824880263,11300.538160303904,24601.500945017327,11274.06284705096,109057.33743829404,27969,12889,99495,15928,9023,41,570,8744,11017,3023,4213,6.7,971.0,4307.0,23,15,843.0,210.0,3415.0,13.0,36.0611182361,-79.120649356
North Carolina,Pamlico,13144,5490,13.54999999999995,60190.5,1,1,0,1,722.0191573836743,722.0191573836743,0.0,309.8468754396617,309.8468754396617,0.0,12159.72007767019,2354,2857,10032,2632,50,11,77,342,412,190,680,7.6,192.0,9643.0,32,16,328.0,36.0,325.0,32.0,35.151021226,-76.6694598427
North Carolina,Pasquotank,40661,14956,21.14999999999995,53456.0,4,4,4,5,9078.138910562746,13785.139321940034,7438.07519219452,4811.420353306752,7411.965110105056,4348.138593349476,37554.98753946752,9199,5513,23059,15355,454,19,141,1633,1642,1754,2941,5.7,514.0,7034.0,35,20,891.0,144.0,1284.0,30.0,36.2650187228,-76.2492413613
North Carolina,Pender,52217,20333,17.48749999999999,52319.5625,1,1,0,3,13099.505904381997,14761.333137061347,9633.348581311,3905.50345403238,4318.95494313701,2255.152869298021,49025.10248934424,11889,7886,39756,9269,207,18,291,2676,3194,1217,3340,7.4,748.0,6962.0,31,16,1129.0,107.0,1575.0,22.0,34.5150997489,-77.8884355846
North Carolina,Perquimans,13453,5598,21.09999999999997,52170.33333333334,0,0,0,1,457.556296646776,457.556296646776,0.0,147.77974610618298,147.77974610618298,0.0,13126.42596239112,2769,2887,9694,3347,38,2,41,331,286,559,1083,7.2,207.0,7323.0,33,19,341.0,22.0,367.0,32.0,36.1772228503,-76.4076199893
North Carolina,Person,39464,15826,20.199999999999985,50087.0,3,3,2,4,4822.346222682747,8741.077755493006,3426.5013574089803,2123.3222536697863,4973.464200855919,1717.1537667177859,37088.12121083239,9114,5993,26968,10646,116,4,266,1464,1593,1211,3176,6.9,572.0,8563.0,33,19,715.0,102.0,1221.0,24.0,36.3900951244,-78.9718051426
North Carolina,Pitt,168148,67577,25.171874999999968,56701.15625,8,15,8,11,33962.705877256805,83966.18409128839,33961.692998427716,12788.450943448315,34486.77499586713,12787.978685755546,127647.23158531042,37798,16619,99075,57257,2613,97,582,8524,9202,5016,10339,6.2,1797.0,7518.0,34,21,2629.0,736.0,5339.0,31.0,35.5932989746,-77.3744965519
North Carolina,Polk,20510,8989,11.942857142857113,58074.57142857143,0,0,0,0,1165.44404094677,2200.35134411524,1165.44404094677,338.878493833359,665.575833041028,338.878493833359,19167.56285720241,3938,4993,18633,918,68,2,72,817,1122,514,886,8.3,294.0,7309.0,27,14,336.0,13.0,445.0,24.0,35.2792789622,-82.1696779265
North Carolina,Randolph,141752,55373,18.335714285714253,50138.571428571435,6,8,6,8,31744.17037459811,49085.666846087304,31467.007694706423,14567.547011348934,23196.698535279626,14462.515213106368,132768.6779173482,34714,19949,121169,8176,1431,33,952,9991,14698,2759,7826,7.4,2047.0,7881.0,32,18,1557.0,226.0,3805.0,25.0,35.7103417044,-79.8060069064
North Carolina,Richmond,46639,18430,24.527272727272674,43433.0,2,4,2,5,10370.874395046518,17997.356655323358,9680.60865795091,5061.41201829307,8651.291480750355,4782.532310914718,37126.796161381564,11380,6691,28072,14269,431,26,1173,2668,2741,1714,4376,6.1,806.0,9859.0,38,23,1107.0,209.0,1359.0,43.0,35.0060483545,-79.7477780226
North Carolina,Robeson,134168,47997,31.345161290322533,37217.12903225807,6,9,6,15,13658.108336319,24921.348279706166,13658.108336319,9573.528360167658,16520.358701542198,9573.528360167658,112749.95047161315,35927,15078,38877,32637,993,86,51502,10073,10932,4497,14149,5.8,2277.0,12109.0,40,30,2469.0,881.0,4365.0,42.0,34.6402420514,-79.1038649277
North Carolina,Rockingham,93643,38693,19.371428571428538,48765.90476190476,6,7,6,6,20027.00712249989,31184.67833410769,20024.145425541352,10847.396721141988,15459.515720551177,10845.947760599307,88313.20028680474,20789,15171,70875,17655,430,60,345,4278,5159,2699,6184,6.2,1604.0,9304.0,35,19,1087.0,207.0,2733.0,26.0,36.3960127906,-79.7749871967
North Carolina,Rowan,138428,53140,20.15999999999996,49083.93333333333,9,13,9,9,30459.767996533228,53917.70673287725,30459.767996533228,12476.837380994551,25343.57296875853,12476.837380994551,123677.73494632439,32942,19993,105923,22392,1386,49,468,8210,10644,3400,8068,6.6,2240.0,9685.0,33,18,1664.0,465.0,3842.0,27.0,35.6394734632,-80.5247717485
North Carolina,Rutherford,67810,27466,20.753846153846094,43439.0,2,3,1,5,10261.529366458304,16678.833486126623,8062.434470625051,4298.089042119033,7690.563095977866,3468.9526990310683,64692.01911480603,15224,11726,58221,6854,296,5,171,2263,2397,1608,5686,6.3,1184.0,9040.0,29,20,1476.0,100.0,1963.0,30.0,35.4025956291,-81.9198334642
North Carolina,Sampson,63431,24005,25.099999999999966,43062.181818181816,2,2,1,7,3116.54698891717,5972.761383779522,1276.2727760858802,1506.307600730502,3235.221145493993,513.7121551008889,58388.58195586527,16277,9044,35985,17128,242,72,1297,8707,10440,1986,5293,7.2,983.0,9068.0,37,24,1207.0,133.0,1760.0,30.0,34.9915361594,-78.3713906105
North Carolina,Scotland,36157,13614,31.142857142857114,38479.42857142857,4,4,3,4,7425.532941244433,13063.957929737351,6615.415343788911,3360.5021780062602,6936.2652337455775,2913.334494264631,30924.87423179101,9073,4914,16822,13943,276,8,3934,1174,754,1407,3492,4.9,646.0,11137.0,36,26,747.0,224.0,1271.0,44.0,34.8408848102,-79.4804292418
North Carolina,Stanly,60585,23589,16.176923076923067,54023.76923076923,1,1,1,1,3760.377718764111,9716.65050535391,3760.377718764111,1204.598375344858,4311.2758963341785,1204.598375344858,53610.77350345132,13733,9507,50623,6630,1118,42,197,1975,2166,1609,3555,7.5,863.0,7667.0,30,15,1211.0,113.0,1538.0,25.0,35.3119550622,-80.2509863077
North Carolina,Stokes,47401,19416,16.84444444444441,51303.555555555555,1,1,0,2,7104.5604618777625,8523.621581235231,4372.563388886189,2658.141779035303,3112.987872368283,1529.9932885257901,45134.36873571335,10521,7575,44021,1916,125,7,156,1176,1254,898,2582,7.5,675.0,7304.0,34,16,371.0,145.0,1188.0,23.0,36.4019040049,-80.2395157151
North Carolina,Surry,73673,29914,19.590909090909047,46582.31818181818,1,3,1,5,5505.263916256807,12658.921721644962,5468.659723351713,2040.4307982675489,5269.796351091554,2018.82975943471,64681.52879670866,17217,12250,64926,2749,347,18,219,5414,7155,1979,5271,7.6,1125.0,8128.0,31,19,1047.0,165.0,1822.0,27.0,36.4148205561,-80.6880779273
North Carolina,Swain,13981,5672,20.11999999999994,35806.8,0,0,0,1,214.216623915774,214.216623915774,0.0,90.92477769978079,90.92477769978079,0.0,13296.45828190018,3269,2321,9315,76,67,4,3775,744,540,308,607,6.9,284.0,11903.0,33,21,419.0,42.0,524.0,26.0,35.4868150519,-83.4927393736
North Carolina,Transylvania,33090,14394,13.628571428571385,54020.0,1,1,1,0,2519.931534151307,7059.197020513348,2510.02347535715,877.2568488684494,2700.5789118157927,873.1941808969872,27257.03556799629,5832,8539,30577,1292,144,8,95,974,964,803,1530,7.9,419.0,6976.0,24,15,519.0,46.0,744.0,30.0,35.2021778635,-82.7983001279
North Carolina,Tyrrell,4407,1595,23.0,38690.0,0,0,0,1,489.66656616498705,489.66656616498705,27.713157207132,270.784278643217,270.784278643217,16.2982211170519,3793.18121197211,795,742,2403,1683,80,1,17,223,240,155,340,6.3,52.0,7712.0,31,21,108.0,7.0,148.0,36.0,35.8694070017,-76.1704523585
North Carolina,Union,201292,67864,9.878048780487793,77560.0487804878,4,5,4,2,79488.30134624358,123038.69128318821,79380.4294379311,18307.72777471349,31142.550647430668,18283.10726132453,174968.80807976465,60880,19466,158954,23558,3271,63,815,14631,20967,1946,6879,8.3,1910.0,5550.0,27,14,2482.0,445.0,5398.0,13.0,34.9883574887,-80.5307400446
North Carolina,Vance,45422,17395,28.56999999999996,43374.4,1,4,1,3,3042.2025064162426,10445.273672891935,2293.1892368666,1624.5010431132898,6532.449122003143,1306.6031835324316,37527.72914508775,11541,6421,20058,22645,202,7,147,2363,3051,2020,3951,5.5,780.0,11023.0,38,23,705.0,272.0,1557.0,37.0,36.3649169333,-78.4079288849
North Carolina,Wake,900993,345645,11.663101604278062,87406.94117647059,23,48,23,25,239600.42701710624,587563.882349589,239600.42701710624,61396.617472677106,157301.06640713365,61396.617472677106,657155.5860354147,234613,76549,597546,186510,48553,387,4503,63494,87922,16193,25053,7.6,6616.0,4570.0,25,13,7990.0,2336.0,25088.0,15.0,35.7902443741,-78.6503081729
North Carolina,Warren,20972,8321,22.349999999999966,46624.5,1,1,0,3,1528.4974246461707,1528.4974246461707,0.0,892.4836230103003,892.4836230103003,0.0,19985.58481089295,4258,3961,8128,10970,51,3,1050,770,692,812,1667,5.6,305.0,8097.0,39,24,358.0,46.0,606.0,37.0,36.3965102811,-78.1067171324
North Carolina,Washington,13228,5526,21.233333333333302,41308.0,1,1,0,1,2198.3382299031987,2198.3382299031987,0.0,977.4896376218719,977.4896376218719,0.0,12396.25230962331,3043,2414,6084,6587,38,1,24,494,466,638,1461,5.0,189.0,7017.0,33,23,409.0,42.0,440.0,41.0,35.8392646425,-76.5693098876
North Carolina,Watauga,51079,20403,27.061538461538426,62636.84615384616,0,2,0,2,4627.436817798681,8338.906043063897,4041.285903961723,1604.1482142056282,3529.040822377492,1374.356628996649,38171.66779912219,7074,6329,48272,877,475,13,129,1313,1713,1195,1942,6.9,393.0,4954.0,26,18,468.0,63.0,1351.0,19.0,36.2311062795,-81.6964250718
North Carolina,Wayne,122623,47831,23.69615384615381,47876.69230769231,9,11,9,10,27527.479507786207,45250.42005366289,27527.479507786207,12393.386872274968,21529.103626230684,12393.386872274968,105827.91221929851,30484,16078,72135,38499,1431,64,481,10013,12162,3961,9022,6.1,1705.0,8185.0,34,23,1928.0,475.0,3291.0,28.0,35.3639599672,-78.0039971272
North Carolina,Wilkes,69340,28360,26.0285714285714,41083.21428571428,2,3,1,8,2478.661994038177,5713.962074580279,1220.8934251762691,1362.76343844883,3394.821688398269,718.4379990992301,64702.816327016895,15536,11778,62824,2830,296,20,133,3237,3772,2048,5348,7.1,1165.0,9706.0,27,20,918.0,151.0,1697.0,27.0,36.2062757623,-81.1633856618
North Carolina,Wilson,81234,31962,27.968421052631534,44230.210526315794,1,4,1,4,7128.415828448968,29951.274905786842,7128.415828448968,2366.860005055829,12392.615929657275,2366.860005055829,60603.06652839371,20052,11517,42222,31686,668,25,238,6395,7724,2944,5762,6.1,1197.0,7975.0,37,22,1951.0,315.0,3504.0,30.0,35.7051457145,-77.9186629547
North Carolina,Yadkin,38406,15486,18.88571428571426,49488.285714285725,1,1,1,2,4719.320590611899,6206.5710591872885,4673.18170983752,2211.179579561004,2903.8066174381042,2187.30000846217,35423.73805246128,8938,6241,34007,1192,78,12,79,3038,3749,792,1961,8.2,594.0,8375.0,31,18,402.0,109.0,884.0,25.0,36.1605336919,-80.6652439331
North Carolina,Yancey,17818,7644,22.27999999999998,47915.6,0,0,0,1,189.76444344801632,189.76444344801632,0.0,85.17672628258863,85.17672628258863,0.0,16375.95353157954,3562,3672,16967,145,34,5,79,588,814,493,1277,7.9,276.0,7550.0,27,18,299.0,13.0,442.0,29.0,35.8989479924,-82.3076279784
North Dakota,Adams,2343,1098,9.19999999999999,61071.0,0,0,0,0,522.151600762294,522.151600762294,10.8513365830219,161.24631076889298,161.24631076889298,2.6765555539999397,1128.25932144207,446,568,2279,8,9,2,16,29,20,21,23,8.4,,,32,11,86.0,1.0,32.0,12.0,46.096820597,-102.528498668
North Dakota,Barnes,11066,4826,7.4,67570.5,0,1,0,0,3337.411241661222,5817.531736994431,1080.7678008498797,802.9897556278174,1500.4089488477928,311.76086361526563,7343.0800546521705,2280,2170,10668,86,58,2,72,180,123,397,271,8.8,142.0,7074.0,35,12,166.0,18.0,179.0,14.0,46.9361064669,-98.07154012
North Dakota,Benson,6660,2233,28.825,46863.75,2,2,1,2,2844.4035131457204,2844.4035131457204,972.7190830367559,1151.4065334152572,1151.4065334152572,361.8605594651833,6649.073963574306,2239,853,2889,1,3,1,3663,103,77,203,489,5.7,133.0,21087.0,31,25,95.0,2.0,113.0,39.0,48.0693970137,-99.3660130155
North Dakota,Billings,783,358,10.1,95417.0,0,0,0,0,782.999996767547,782.999996767547,655.4215888606919,206.05263104324402,206.05263104324402,172.479365821924,782.999996767547,138,151,772,2,4,0,3,2,4,5,4,7.3,,,28,12,,0.0,14.0,6.0,47.0235840907,-103.376304933
North Dakota,Bottineau,6429,2832,10.433333333333332,74434.0,0,0,0,0,2939.40851850029,2939.40851850029,1004.051846248219,776.8896893814971,776.8896893814971,292.6317474972198,5513.238167420081,1222,1382,6112,25,16,1,136,139,82,121,238,8.0,76.0,5154.0,31,11,127.0,6.0,139.0,14.0,48.792167798,-100.833304016
North Dakota,Bowman,3151,1385,7.65,81762.5,0,0,0,0,939.774277362161,939.774277362161,83.1105106708524,126.925766771006,126.925766771006,11.5422480554716,1869.6310468002441,676,692,3085,3,2,0,18,43,78,54,34,9.3,51.0,8573.0,30,11,67.0,2.0,34.0,8.0,46.1125903386,-103.520671138
North Dakota,Burke,1968,913,13.6,78750.0,0,0,0,0,1967.9999924790698,1967.9999924790698,1433.2075863545401,618.5760213724479,618.5760213724479,443.685714090821,1967.9999924790698,409,412,1924,4,14,0,15,11,37,49,50,6.9,,,29,14,34.0,2.0,38.0,11.0,48.7910039093,-102.518193492
North Dakota,Burleigh,81308,33976,8.068421052631562,82586.26315789473,0,2,0,1,21693.406862682088,48931.22465591095,20371.059071572174,3647.281259950693,10297.154538534045,3387.728367053133,63413.228227008476,18343,10913,75634,483,392,27,3393,1379,986,1781,2322,9.1,696.0,5206.0,29,11,851.0,232.0,1141.0,9.0,46.977452062,-100.468737737
North Dakota,Cass,149778,63899,14.703030303030289,72346.30303030302,2,10,2,4,31501.842512710995,103405.73798375967,26055.588910362505,5883.360751725589,30866.251425136696,4818.7251594941545,110016.59235533632,32660,14550,137308,3428,3532,52,1827,3631,3015,4618,5537,8.6,1170.0,5231.0,29,11,1136.0,496.0,2091.0,10.0,46.932964277,-97.2480210132
North Dakota,Cavalier,3993,1818,4.45,79502.5,0,0,0,0,1454.52415396686,1454.52415396686,479.477434584114,324.550909783261,324.550909783261,135.851939697321,3212.41230618614,786,1022,3902,4,9,1,37,40,24,59,76,9.1,43.0,5410.0,32,12,65.0,1.0,57.0,13.0,48.77230295,-98.464838016
North Dakota,Dickey,5289,2180,9.3333333333333,62282.33333333334,0,0,0,0,673.496204229764,673.496204229764,15.6921899740009,169.76531043027381,169.76531043027381,1.8669164801806297,3076.6554500923266,1215,1170,5104,37,22,1,31,94,100,86,158,7.4,50.0,5032.0,33,11,105.0,3.0,47.0,14.0,46.1101251059,-98.504704356
North Dakota,Divide,2071,977,7.3,72031.0,0,0,0,0,688.7050356408,688.7050356408,86.157470885711,204.32653454316502,204.32653454316502,25.8383315489709,1796.6171498032502,354,551,2030,5,7,0,11,18,30,32,33,9.2,,,27,12,37.0,0.0,33.0,11.0,48.8148829805,-103.48733562
North Dakota,Dunn,3536,1401,11.5,78264.0,0,0,0,0,1874.325837614,1874.325837614,551.0336103701451,456.626494710024,456.626494710024,160.538305390045,2788.42539046059,777,616,3003,8,10,0,449,66,38,19,68,6.9,38.0,6296.0,34,13,47.0,8.0,76.0,12.0,47.3567862566,-102.618205478
North Dakota,Eddy,2385,1057,15.6999999999999,57361.0,1,1,0,0,688.503905952756,688.503905952756,208.607230588637,234.343925195698,234.343925195698,60.2723313398332,1272.79633702106,498,586,2270,4,6,2,58,45,52,31,94,8.0,41.0,14751.0,32,13,39.0,1.0,60.0,15.0,47.7176029342,-98.9016466849
North Dakota,Emmons,3550,1594,13.5,52083.0,1,1,0,0,1582.3303198762699,1582.3303198762699,236.66216892790402,545.583452456151,545.583452456151,70.9439357501777,2514.0058347714103,759,971,3495,2,6,0,14,33,34,67,136,7.4,,,31,13,59.0,0.0,77.0,16.0,46.2850391756,-100.238740757
North Dakota,Foster,3343,1495,11.5,69717.0,0,0,0,0,602.831929171793,602.831929171793,283.371456993568,159.16958390536502,159.16958390536502,74.82038472021041,2313.41678387015,728,758,3291,3,3,0,20,26,29,55,116,8.9,,,31,11,41.0,1.0,47.0,12.0,47.457077544,-98.882985338
North Dakota,Golden Valley,1680,774,7.9,72188.0,0,0,0,0,1679.99999957504,1679.99999957504,1679.99999957504,611.100188844081,611.100188844081,611.100188844081,1679.99999957504,404,358,1637,10,1,1,10,21,35,44,68,8.3,,,32,15,25.0,1.0,22.0,12.0,46.9401261862,-103.846565695
North Dakota,Grand Forks,66861,27417,17.244444444444404,67696.38888888889,3,7,3,3,14613.11408076511,37126.64872840889,11353.489418605328,6118.729006185542,14188.681918849974,5512.6815662504905,44264.6202884071,13421,6903,60358,1361,1292,40,1657,2153,1951,2087,2576,7.5,578.0,5940.0,30,13,644.0,162.0,899.0,14.0,47.9219151859,-97.4569239404
North Dakota,Grant,2394,1128,14.1,61771.0,0,0,0,0,1252.66298726246,1252.66298726246,432.742529715465,391.64984525484704,391.64984525484704,133.101549737386,1781.01725303909,450,645,2328,1,3,0,27,35,7,52,82,7.7,,,33,14,49.0,2.0,41.0,18.0,46.3582866004,-101.63966574
North Dakota,Griggs,2420,1131,6.6,67667.0,0,0,0,0,794.3187466662579,794.3187466662579,10.685957796405999,153.013243208015,153.013243208015,2.05848479349515,1524.3720511927302,459,637,2392,7,4,0,8,9,9,46,67,8.9,39.0,4409.0,27,11,43.0,2.0,27.0,10.0,47.4572804385,-98.2369675679
North Dakota,Hettinger,2477,1056,9.35,65144.0,0,0,0,0,2476.49258336585,2476.49258336585,2237.0973595088963,650.908320063447,650.908320063447,580.892182617368,2476.99998959307,468,638,2382,6,1,3,52,33,12,27,75,6.5,,,29,12,35.0,2.0,38.0,10.0,46.4325011338,-102.460280406
North Dakota,Kidder,2435,1059,8.69999999999999,63906.0,0,0,0,0,2424.28815963153,2424.28815963153,2097.6388010866103,668.325056253557,668.325056253557,557.954603252512,2435.00000935351,523,511,2344,6,22,0,6,57,71,37,51,5.5,,,30,12,31.0,3.0,49.0,19.0,46.9801017563,-99.7800913745
North Dakota,LaMoure,4139,1825,9.05,68286.0,0,0,0,0,1539.825574423977,1539.825574423977,53.761318098597094,373.32620891510015,373.32620891510015,13.29630351333752,2910.6655387592436,873,1022,4077,6,6,0,16,34,34,68,101,6.9,,,33,12,56.0,2.0,56.0,13.0,46.4569158173,-98.5354613133
North Dakota,Logan,1990,843,9.1,63889.0,0,0,0,0,834.768581954541,834.768581954541,466.199440734879,271.18565580282103,271.18565580282103,157.402388962104,1280.7351314042098,420,557,1959,2,5,0,9,15,12,24,49,6.4,,,33,11,46.0,0.0,26.0,13.0,46.4573445763,-99.4774139048
North Dakota,McHenry,5395,2377,13.45,62923.5,0,0,0,0,3724.72089054008,3724.72089054008,1367.282160024366,1165.255778356393,1165.255778356393,427.82409694832296,4535.36585809983,1179,1118,5275,8,16,0,30,66,80,98,191,5.7,73.0,9654.0,32,12,110.0,2.0,137.0,13.0,48.2345728769,-100.636289195
North Dakota,McIntosh,2809,1307,13.3,53304.0,1,1,0,0,558.930954380313,558.930954380313,19.256986709006,186.310317781048,186.310317781048,6.41899561228092,1387.7667916337698,513,954,2755,6,11,0,12,25,38,61,90,8.7,,,33,12,33.0,1.0,39.0,16.0,46.1117848382,-99.4411921853
North Dakota,McKenzie,6360,2410,16.749999999999975,80891.75,1,1,0,0,2346.426090778682,2346.426090778682,410.7875189097589,791.361579744992,791.361579744992,99.8879424947998,4952.811932264346,1691,902,4792,8,19,2,1412,127,139,110,172,8.0,110.0,10387.0,33,13,80.0,34.0,212.0,10.0,47.7401606201,-103.3952782
North Dakota,McLean,8962,3897,11.6,66384.5,0,0,0,0,4944.0066108214705,4944.0066108214705,631.7532188972945,1333.092531261254,1333.092531261254,207.25563580192767,7687.718089106421,1767,1941,8158,8,12,2,625,157,111,138,172,7.9,123.0,7759.0,33,13,180.0,9.0,179.0,12.0,47.6069508739,-101.321804009
North Dakota,Mercer,8424,3625,8.266666666666666,80714.33333333331,0,0,0,0,1967.334324245554,3170.48891640895,632.3520102406846,403.1572410919307,602.173206831588,113.7388531417124,6873.874145690171,1799,1328,8052,17,27,12,196,120,121,102,169,9.3,92.0,7164.0,32,11,134.0,8.0,177.0,7.0,47.3091802574,-101.831489242
